Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Implement Windows Server IaaS VM Security,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-iaas-virtual-machine-security/,6,687,"7,048",37.80%,127,48,54,2559,15.42489083,304,263,learn.wwl.implement-windows-server-iaas-vm-security,administrator;solution-architect;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,intermediate
Implementing Microsoft Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/implementing-dyn365-field-service/,4,952,"8,247",6.74%,653,44,45,2559,37.4942577,721,302,learn-bizapps.implementing-dyn365-field-service,functional-consultant,dynamics-365;dynamics-field-service,intermediate
Improve business performance with AI Builder,https://docs.microsoft.com/en-us/learn/paths/improve-business-performance-ai-builder/,9,"3,496","35,542",22.41%,937,210,233,2559,18.10833333,"1,082",413,learn-bizapps.improve-business-performance-ai-builder,maker;business-user,ai-builder,beginner
Improve your reliability with modern operations practices,https://docs.microsoft.com/en-us/learn/paths/improve-reliability-modern-operations/,6,913,"15,738",95.88%,170,163,177,2559,34.97544724,609,170,learn.improve-reliability-modern-operations,administrator;devops-engineer;solution-architect;technology-manager,azure,beginner
Integrate Power Automate flows and Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-dataverse-power-automate/,2,262,"1,624",25.00%,176,44,47,2559,6.43721374,92,23,learn-bizapps.integrate-dataverse-power-automate,maker;developer,power-platform;power-automate;common-data-service,intermediate
Integrate SharePoint and Power Automate,https://docs.microsoft.com/en-us/learn/paths/integrate-power-automate/,7,"2,885","14,162",8.93%,638,57,58,2559,10.15015598,274,135,learn-bizapps.integrate-power-automate,maker;functional-consultant;business-user,power-platform;power-automate,intermediate
Integrate with Microsoft Power Platform and Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-power-platform/,2,"1,269","8,534",15.44%,842,130,141,2559,20.10626478,"1,041",246,learn-dynamics.integrate-power-platform,developer,power-apps;power-platform,advanced
Interface with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/interface-with-business-central/,5,852,"6,566",4.86%,288,14,14,2559,19.19966745,206,259,learn-dynamics.interface-with-business-central,developer,dynamics-365;dynamics-business-central,intermediate
Introduce DevOps Dojo: Create efficiencies that support your business,https://docs.microsoft.com/en-us/learn/paths/devops-dojo-white-belt-foundation/,6,"2,658","28,382",21.64%,"1,174",254,275,2559,28.76840983,"5,048",120,learn.wwl.devops-dojo-white-belt-foundation,administrator;business-analyst;business-owner;business-user;developer;devops-engineer;functional-consultant;maker;security-engineer;solution-architect;technology-manager,azure,beginner
Introduction to AI for business users,https://docs.microsoft.com/en-us/learn/paths/introduction-ai-for-business-users/,7,"74,542","488,995",17.02%,"1,093",186,203,2559,20.51883748,"1,367",325,learn.wwl.introduction-ai-for-business-users,business-user,m365;power-platform,beginner
Introduction to AI technology for business leaders,https://docs.microsoft.com/en-us/learn/paths/ai-technology-for-business-leaders/,2,"1,786","11,491",25.87%,460,119,124,2559,10.48052445,"2,489",91,learn.ai-technology-for-business-leaders,functional-consultant;business-user,azure;dynamics-365;m365,beginner
Introduction to Azure IoT,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-iot/,8,"7,385","83,551",7.31%,"3,092",226,254,2559,27.36059355,"4,611",303,learn.introduction-to-azure-iot,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate
Introduction to configuration in Dynamics 365 model-driven apps,https://docs.microsoft.com/en-us/learn/paths/introduction-configuration-dynamics-365-model-driven-apps/,3,"1,096","8,438",13.40%,627,84,92,2559,22.99034367,"1,211",63,learn.wwl.introduction-configuration-dynamics-365-model-driven-apps,administrator;business-analyst;business-user;developer;functional-consultant,dynamics-365;dynamics-customer-service;dynamics-field-service;dynamics-marketing;dynamics-sales;power-platform,beginner
Introduction to developing with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/introduction-develop-finance-operations/,8,"1,933","26,847",8.27%,"1,100",91,98,2559,39.11876186,"1,160",530,learn-dynamics.introduction-develop-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner
Introduction to developing with Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/paths/intro-developing-power-platform/,3,"3,278","12,773",2.77%,"2,745",76,88,2559,11.40490136,"3,781",111,learn-dynamics.introduction-development,developer,dynamics-365;power-platform;power-apps,intermediate
Introduction to key Azure network security services,https://docs.microsoft.com/en-us/learn/paths/introduction-azure-networking-services/,5,"1,909","8,721",9.94%,161,16,16,2559,13.50506373,153,194,learn.introduction-azure-networking-services,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-private-link;azure-virtual-wan;azure-web-application-firewall,beginner
Introduction to Kubernetes on Azure,https://docs.microsoft.com/en-us/learn/paths/intro-to-kubernetes-on-azure/,6,"15,132","168,217",8.93%,"2,666",238,261,2559,27.15083598,"3,694",294,learn.intro-to-kubernetes-on-azure,administrator;developer;solution-architect;devops-engineer,azure;azure-kubernetes-service,beginner
Introduction to machine learning with Python and Azure Notebooks,https://docs.microsoft.com/en-us/learn/paths/intro-to-ml-with-python/,3,813,"3,649",5.17%,696,36,43,2559,7.778597786,"5,091",131,learn.data-ai.intro-to-ml-with-python,developer;data-scientist,azure;azure-portal,beginner
Introduction to Python for data science,https://docs.microsoft.com/en-us/learn/paths/introduction-python-data-science/,4,4,7,,2,,,2559,0.608333333,5,329,learn.reactors.introduction-python-data-science,developer;student;data-scientist,azure;vs-code,beginner
Introduction to Secure Application Delivery with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-application-delivery/,4,"1,869","8,409",8.59%,163,14,14,2559,13.57179419,48,135,learn.secure-application-delivery,business-user,azure-front-door;azure-web-application-firewall;azure-private-link;azure-bastion,beginner
Introduction to Secure Network Infrastructure with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-networking-infrastructure/,5,"1,759","8,090",12.80%,125,16,17,2559,14.08527572,60,182,learn.secure-networking-infrastructure,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-virtual-wan;azure-private-link,beginner
Introduction to version control with Git,https://docs.microsoft.com/en-us/learn/paths/intro-to-vc-git/,3,"7,441","80,844",33.80%,"3,012","1,018","1,166",2559,23.3635712,"3,954",170,learn.student-evangelism.intro-to-vc-git,developer,azure;github,beginner
Java on Azure,https://docs.microsoft.com/en-us/learn/paths/java-on-azure/,16,"7,996","48,300",0.84%,"4,653",39,44,2559,12.76805069,994,619,learn.java-on-azure,developer;devops-engineer;maker;solution-architect;student;technology-manager,azure;azure-active-directory;azure-app-service;azure-app-service-web;azure-cache-redis;azure-clis;azure-cosmos-db;azure-database-mysql;azure-spring-cloud;azure-web-apps;msal-java;azure-service-bus,beginner;intermediate;advanced
Large-Scale Data Processing with Azure Data Lake Storage Gen2,https://docs.microsoft.com/en-us/learn/paths/data-processing-with-azure-adls/,3,"9,549","79,728",19.61%,"2,086",409,465,2559,21.24805215,"4,256",125,learn.data-ai.data-processing-with-azure-adls,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner
Learn about the data management foundation in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/data-management-foundation-business-central/,3,474,"3,103",8.27%,133,11,14,2559,16.70256681,152,189,learn-dynamics.data-management-foundation-business-central,developer,dynamics-365;dynamics-business-central,intermediate
Learn how Microsoft safeguards customer data,https://docs.microsoft.com/en-us/learn/paths/audit-safeguard-customer-data/,13,"2,292","13,587",5.49%,638,35,32,2559,11.32021524,688,358,learn-m365.audit-safeguard-customer-data,auditor;privacy-manager;risk-practitioner,m365,beginner
Learn how Microsoft supports cloud adoption as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/secure-cloud-adoption-cybersecurity/,2,"31,078","350,086",46.67%,210,98,117,2559,32.10832797,182,91,learn-m365.cybersecurity-secure-cloud-adoption,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
"Learn how Microsoft supports data discovery, classification, and protection as part of a cybersecurity solution",https://docs.microsoft.com/en-us/learn/paths/data-identification-cybersecurity/,9,"3,523","26,376",7.51%,173,13,18,2559,25.65395023,140,368,learn-m365.cybersecurity-data,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
Learn how Microsoft supports secure software development as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/secure-software-development-for-cybersecurity/,8,"49,910","369,971",7.67%,326,25,26,2559,21.20425032,118,357,learn-m365.cybersecurity-secure-software,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
Learn how Microsoft supports using multifactor authentication as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/implement-mfa-for-cybersecurity/,3,"3,875","28,444",27.17%,173,47,54,2559,18.68821075,138,137,learn-m365.cybersecurity-multifactor-authentication,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
Learn the application foundation with the AL programming language for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/application-foundation-al-language/,9,"2,014","24,370",6.29%,843,53,42,2559,37.48384641,480,505,learn-dynamics.application-foundation-al-language,developer,dynamics-365;dynamics-business-central,intermediate;beginner
"Learn the basics of Power BI Desktop, Power Automate, and PowerApps",https://docs.microsoft.com/en-us/learn/paths/power-platform-introduction/,3,"77,429","440,800",56.30%,"1,405",791,822,2559,15.54309647,"2,534",202,learn.wwl.power-platform-introduction,business-user,power-apps;power-platform,intermediate
Learn the business value of Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/learn-business-value-of-azure/,8,"8,093","68,712",18.01%,"1,660",299,315,2559,18.96846452,"4,045",297,learn-wwl.learn-business-value-of-azure-v1-1,business-user,azure,beginner
Learn the fundamentals of Microsoft Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-commerce/,3,"3,545","44,767",24.06%,927,223,242,2559,30.55490832,290,136,learn.wwl.learn-fundamentals-microsoft-dynamics-365-commerce,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-commerce;dynamics-fraud-protection,beginner
Learn the fundamentals of Microsoft Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-customer-service/,4,"7,906","98,313",22.21%,"2,585",574,620,2559,34.81525002,686,180,learn.wwl.learn-fundamentals-microsoft-dynamics-365-customer-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-customer-service,beginner
Learn the fundamentals of Microsoft Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-field-service/,6,"7,350","97,195",29.54%,"1,486",439,473,2559,35.48530612,482,234,learn.wwl.learn-fundamentals-microsoft-dynamics-365-field-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-field-service,beginner
Learn the fundamentals of Microsoft Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-finance/,5,"4,173","63,162",22.88%,"1,871",428,463,2559,35.34428868,456,184,learn.wwl.explore-microsoft-dynamics-365-finance,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-finance,beginner
Learn the fundamentals of Microsoft Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-human-resources/,3,"3,607","42,602",25.90%,946,245,257,2559,28.05905184,289,105,learn.wwl.learn-fundamentals-microsoft-dynamics-365-human-resources,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-human-resources,beginner
Learn the fundamentals of Microsoft Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-marketing/,4,"10,243","116,482",10.43%,"6,920",722,788,2559,32.11775684,"1,185",163,learn.wwl.explore-microsoft-dynamics-365-marketing,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-marketing,beginner
Learn the fundamentals of Microsoft Dynamics 365 Project Operations (CRM),https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-project-operations-crm/,5,"7,720","102,312",28.17%,"2,112",595,635,2559,34.3626576,725,185,learn.wwl.learn-fundamentals-microsoft-dynamics-365-project-operations-crm,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-project-operations,beginner
Learn the fundamentals of Microsoft Dynamics 365 Project Operations (ERP),https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-project-operations-erp/,3,"3,654","48,987",31.44%,"1,142",359,390,2559,30.05457946,362,158,learn.wwl.explore-microsoft-dynamics-365-project-operations-erp,business-owner;business-user;functional-consultant;student,dynamics-365,beginner
Learn the fundamentals of Microsoft Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-sales/,4,"8,840","113,355",18.97%,"3,395",644,717,2559,34.58410633,901,191,learn.wwl.explore-microsoft-dynamics-365-sales,business-analyst;business-owner;functional-consultant;student,dynamics-365;dynamics-sales,beginner
Learn the fundamentals of Microsoft Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-supply-chain-management/,5,"4,427","65,833",10.53%,"2,755",290,323,2559,40.49784278,554,221,learn.wwl.explore-microsoft-dynamics-365-supply-chain-management,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-scm,beginner
Linux on Azure,https://docs.microsoft.com/en-us/learn/paths/azure-linux/,14,"140,820","1,783,144",3.63%,"3,526",128,140,2559,35.78094388,"2,303",584,learn.azure-linux,solution-architect;administrator;developer,azure,beginner
"Machine learning: Regression, classification, and clustering",https://docs.microsoft.com/en-us/learn/paths/machine-learning-three-basic-pillars/,3,32,46,,20,,,2559,0.9625,5,229,learn.reactors.machine-learning-three-basic-pillars,developer;student;data-scientist,azure;vs-code,beginner
Manage a company with multiple locations in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-multiple-locations/,4,256,"2,363",17.27%,139,24,25,2559,15.01653646,118,141,learn-dynamics.manage-multiple-locations,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage advanced fixed assets transactions in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-advanced-fixed-assets-transactions/,5,225,"1,612",24.05%,79,19,20,2559,11.52496296,106,165,learn-dynamics.manage-advanced-fixed-assets-transactions,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage basic fixed assets transactions in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-fixed-assets-transactions/,3,203,"1,164",17.72%,79,14,16,2559,8.955336617,125,99,learn-dynamics.manage-fixed-assets-transactions,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
"Manage chat, teams, channels, and apps in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,3,"1,033","8,356",11.94%,938,112,129,2559,19.04577283,154,153,learn.wwl.manage-chat-teams-channels-apps-microsoft-teams,administrator,m365;office-teams,intermediate
Manage cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-manage-cloud-resources/,3,"1,084","6,122",11.90%,210,25,28,2559,23.30438192,"1,463",151,learn.cmu-cloud-admin.cmu-manage-cloud-resources,administrator;student,azure,beginner
Manage content search and investigations in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-content-search-investigations-microsoft-365/,3,250,"1,570",13.29%,143,19,27,2559,15.21773333,83,112,learn.wwl.manage-content-search-investigations-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Manage customer engagement and shopping experience in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-customer-engagement-shopping-experience-commerce/,5,255,"2,204",7.95%,176,14,16,2559,14.58915033,77,270,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,business-user;functional-consultant,dynamics-365;dynamics-commerce,intermediate
Manage data governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-data-governance-microsoft-365/,5,209,"1,340",9.09%,132,12,19,2559,10.5245614,100,155,learn.wwl.manage-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Manage events in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/manage-events-dynamics-365-marketing/,4,584,"5,011",10.94%,384,42,47,2559,21.76318493,639,244,learn-dynamics.manage-events-dynamics-marketing,business-user;functional-consultant,dynamics-365;dynamics-marketing,intermediate
Manage fixed asset maintenance and insurances in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-fixed-assets-maintenance-insurances/,4,149,"1,062",26.32%,57,15,17,2559,7.247203579,96,112,learn-dynamics.manage-fixed-assets-maintenance-insurances,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage hybrid infrastructure with Azure Arc,https://docs.microsoft.com/en-us/learn/paths/manage-hybrid-infrastructure-with-azure-arc/,4,"1,368","7,747",12.45%,514,64,63,2559,18.44201998,211,152,learn.manage-hybrid-infrastructure-with-azure-arc,solution-architect,azure;azure-arc,beginner
Manage identities and governance for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-identities-governance/,14,"48,098","624,655",35.20%,733,258,277,2559,30.95428604,920,496,learn.azure-admin-manage-identities-governance,administrator,azure;azure-active-directory;azure-rbac;azure-resource-manager;azure-cost-management,beginner
Manage identity and access in Azure Active Directory,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,9,"62,677","611,708",12.63%,"11,333","1,431","1,581",2559,25.14746983,"17,052",317,learn.security.manage-identity-and-access,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-active-directory,beginner;intermediate
Manage information protection and governance,https://docs.microsoft.com/en-us/learn/paths/m365-compliance-information/,7,"2,724","25,323",9.67%,993,96,97,2559,32.33848507,"1,684",321,learn-m365.m365-compliance-information,administrator;auditor,m365,intermediate
Manage insider risk in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-compliance-insider/,5,"1,921","15,445",19.87%,926,184,220,2559,23.86205969,"1,464",223,learn-m365.m365-compliance-insider,administrator;auditor,m365;office-365,intermediate
Manage meetings and calling in Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,5,"1,007","10,978",10.80%,833,90,95,2559,28.53108242,139,276,learn.wwl.manage-meetings-calling-microsoft-teams,administrator,m365;office-teams,intermediate
Manage Microsoft 365 messaging organizational settings and architecture,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-architecture/,7,"1,517","17,594",11.66%,823,96,118,2559,28.91786421,"1,066",211,learn-m365.m365-messaging-architecture,administrator,m365;office-365;office-exchange-server,intermediate
Manage order fulfillment and inventory in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,247,"1,865",8.50%,153,13,14,2559,22.32361673,80,242,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate
Manage permissions and administration for Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/manage-permissions-administration-common-data-service/,2,"3,731","32,746",24.37%,"2,979",726,650,2559,25.45895649,"2,175",117,learn-dynamics.manage-permissions-and-administration-for-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate
Manage product version information in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/manage-product-version-engineering-change-management/,3,154,"1,152",12.12%,66,8,10,2559,10.60508658,15,227,learn-dynamics.manage-product-version-engineering-change-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Manage resources in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,"46,574","553,263",15.01%,"7,330","1,100","1,221",2559,28.52674454,"12,652",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner
Manage security operations in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,8,"48,979","503,912",41.11%,"2,588","1,064","1,155",2559,26.62859593,"8,162",360,learn.security.manage-security-operations,administrator;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate
Manage security with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-security-management/,4,"3,276","16,718",17.93%,"1,768",317,377,2559,10.34009463,"5,866",44,learn-m365.m365-security-management,administrator,m365;office-365;windows;m365-security-center,intermediate
Manage team collaboration with Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/m365-manage-team-collaboration/,5,"9,110","75,624",9.75%,"5,653",551,619,2559,15.74336809,"16,318",91,learn-m365.m365-manage-team-collaboration,administrator,m365;office-teams;office-365,beginner
Manage the lifecycle of your projects on GitHub,https://docs.microsoft.com/en-us/learn/paths/manage-project-lifecycle-github/,6,"11,258","77,833",89.47%,959,858,"1,000",2559,11.62914816,"1,221",383,learn.manage-project-lifecycle-github,devops-engineer;administrator;developer;solution-architect,github,intermediate
Manage warehouse processes in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-warehouse-processes/,3,220,"1,465",16.82%,107,18,17,2559,11.64780303,79,98,learn-dynamics.manage-warehouse-processes,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage workspaces and datasets in Power BI,https://docs.microsoft.com/en-us/learn/paths/manage-workspaces-datasets-power-bi/,3,"8,089","74,548",17.44%,"5,876","1,025","1,150",2559,28.78094532,"6,989",70,learn-bizapps.manage-workspaces-datasets-power-bi,data-analyst,power-bi,intermediate
Manage your education devices with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-manage-education-devices/,5,"1,739","7,891",13.73%,204,28,34,2559,13.64436458,139,105,learn-m365-pr.m365-manage-education-devices,administrator,m365;mem-intune,beginner
Manage your enterprise deployment with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-enterprise-deployment-m365/,6,"5,016","36,163",10.25%,"2,683",275,337,2559,20.88314062,"5,432",157,learn-m365.manage-enterprise-deployment-m365,administrator,m365,beginner
Manage your Microsoft 365 security services,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-security-services/,5,434,"4,042",12.45%,265,33,40,2559,20.9328725,198,156,learn.wwl.manage-your-microsoft-365-security-services,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Manage your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-tenant/,5,604,"6,357",13.99%,429,60,73,2559,19.65115894,185,184,learn.wwl.manage-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Master advanced techniques for Power Apps canvas apps,https://docs.microsoft.com/en-us/learn/paths/understand-advanced-topics/,4,"2,351","21,289",18.98%,"1,517",288,303,2559,26.09191833,"2,608",184,learn-bizapps.understand-advanced-topics,functional-consultant;maker,power-platform;power-apps,advanced
Master planning in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,"1,026","9,627",11.07%,524,58,60,2559,33.64788824,193,395,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Microsoft 365 - Modernize your enterprise deployment with Windows 10 and Microsoft 365 ProPlus,https://docs.microsoft.com/en-us/learn/paths/m365-getmodern/,9,"7,451","74,407",7.60%,"5,353",407,499,2559,23.10581801,"7,853",229,learn-m365.microsoft-365-get-modern,administrator,m365;windows;office-365,intermediate
Microsoft Endpoint Manager fundamentals,https://docs.microsoft.com/en-us/learn/paths/endpoint-manager-fundamentals/,7,"6,274","71,403",6.05%,"4,840",293,357,2559,30.91778238,"1,710",177,learn.endpoint-manager-fundamentals,administrator,mem,beginner
Microsoft Graph Fundamentals,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-fundamentals/,3,"1,801","7,369",3.11%,"1,382",43,52,2559,11.17493985,620,75,learn-m365.m365-msgraph-fundamentals,developer,m365;ms-graph,beginner
Microsoft Power Platform Fundamentals,https://docs.microsoft.com/en-us/learn/paths/power-plat-fundamentals/,12,"108,193","1,164,700",6.83%,"34,805","2,376","2,660",2559,31.22357069,"27,241",530,learn-bizapps.wwl.power-plat-fundamentals,business-user,dynamics-365;dynamics-finance-operations;power-platform,beginner
Migrate an ASP.NET web application to Azure with Visual Studio,https://docs.microsoft.com/en-us/learn/paths/migrate-aspnet-web-application/,3,"1,128","3,716",0.32%,315,1,1,2559,8.737440898,628,77,learn.migrate-aspnet-web-application,developer,azure;azure-app-service;azure-cache-redis;azure-key-vault;azure-sql-database;aspnet;dotnet,intermediate
Migrate application workloads and data to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-application-workloads-data-azure/,4,"9,880","71,138",13.90%,518,72,77,2559,16.33504555,"1,219",194,learn.wwl.migrate-application-workloads-data-azure,administrator;data-engineer;solution-architect,azure;azure-sql-database,intermediate
Migrate ASP.NET Apps to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-dotnet-apps-azure/,6,"17,065","167,094",1.20%,664,8,9,2559,17.16385096,937,315,learn.azure.migrate-dotnet-apps-azure,developer;solution-architect;administrator,azure;azure-sql-database;azure-app-service;aspnet,beginner
Migrate data and go live with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,"2,105","23,854",16.73%,"1,088",182,200,2559,32.78467142,"1,701",258,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate
Migrate open-source databases to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-open-source-workloads/,4,"3,299","21,640",11.65%,472,55,59,2559,9.584035566,506,248,learn.wwl.migrating-open-source-workloads-to-azure,data-engineer,azure,intermediate
Migrate SQL workloads to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-sql-workloads-azure/,6,"1,119","5,489",4.40%,477,21,23,2559,12.9367888,"1,736",225,learn.wwl.migrate-sql-workloads-to-azure,administrator;data-engineer;database-administrator;developer;solution-architect,azure-sql-database;azure-virtual-machines;sql-server,intermediate
Migrate virtual machines and apps using Azure Migrate,https://docs.microsoft.com/en-us/learn/paths/m365-azure-migrate-virtual-machine/,4,606,"5,253",15.58%,443,69,81,2559,17.66443894,602,95,learn-m365.m365-azure-migrate-virtual-machine,administrator,m365;azure;azure-virtual-machines;azure-migrate,intermediate
Migrating Cassandra and MongoDB workloads to Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/migrate-cassandra-mongo-db-workloads-to-cosmos-db/,3,256,"2,150",28.06%,139,39,40,2559,12.1625651,447,148,learn.wwl.migrating-cassandra-mongo-db-workloads-cosmos-db,data-engineer,azure-cosmos-db,intermediate
Minecraft: Education Edition: Teacher Academy,https://docs.microsoft.com/en-us/learn/paths/minecraft-teacher-academy/,11,657,"8,029",12.50%,160,20,22,2559,9.13899036,20,646,learn.mec.minecraft-teacher-academy,k-12-educator;school-leader,minecraft,advanced
Model data in Power BI,https://docs.microsoft.com/en-us/learn/paths/model-power-bi/,3,"23,513","218,049",12.11%,"13,662","1,655","1,849",2559,41.33146415,"11,191",331,learn-bizapps.model-power-bi,data-analyst,power-bi,intermediate
